mark,model,generation_name,year,mileage,vol_engine,fuel,price
audi,a3,gen-8p-2003-2012,2008,220000,1968,Diesel,27800
audi,a3,gen-8p-2003-2012,2010,169355,1984,Gasoline,35900
audi,a3,gen-8p-2003-2012,2006,165687,1595,Gasoline,22400
audi,a3,gen-8p-2003-2012,2008,154000,1390,Gasoline,23500
audi,a3,gen-8p-2003-2012,2006,162331,1984,Gasoline,23999
audi,a3,gen-8p-2003-2012,2011,195000,1197,Gasoline,25700
audi,a3,gen-8p-2003-2012,2007,227000,1896,Diesel,21800
audi,a3,gen-8p-2003-2012,2009,114000,1595,Gasoline,31500
audi,a3,gen-8p-2003-2012,2007,264000,1598,Gasoline,19900
audi,a3,gen-8p-2003-2012,2009,166000,1598,Diesel,26500
audi,a3,gen-8p-2003-2012,2009,176257,1390,Gasoline,29999
audi,a3,gen-8p-2003-2012,2009,199559,1600,Gasoline,23900
audi,a3,gen-8p-2003-2012,2008,290000,1896,Diesel,23900
audi,a3,gen-8p-2003-2012,2009,308000,1984,Gasoline,48500
audi,a3,gen-8p-2003-2012,2009,215000,1968,Diesel,28900
audi,a3,gen-8p-2003-2012,2008,180000,1896,Diesel,16500
audi,a3,gen-8p-2003-2012,2009,166000,1595,Gasoline,24500
audi,a3,gen-8p-2003-2012,2009,176000,1390,Gasoline,26500
audi,a3,gen-8p-2003-2012,2008,212000,1595,Gasoline,16900
audi,a3,gen-8p-2003-2012,2012,240000,1968,Diesel,35900
audi,a3,gen-8p-2003-2012,2006,189000,1595,Gasoline,21999
audi,a3,gen-8p-2003-2012,2009,277500,1968,Diesel,27900
audi,a3,gen-8p-2003-2012,2009,164000,1390,Gasoline,26999
audi,a3,gen-8p-2003-2012,2006,217000,1595,Gasoline,21000
audi,a3,gen-8p-2003-2012,2012,169123,1598,Diesel,32990
audi,a3,gen-8p-2003-2012,2005,225600,1896,Diesel,15500
audi,a3,gen-8p-2003-2012,2011,189000,1968,Diesel,34900
audi,a3,gen-8p-2003-2012,2008,156500,1595,Gasoline,31800
audi,a3,gen-8p-2003-2012,2006,155920,1595,Gasoline,22950
audi,a3,gen-8p-2003-2012,2010,297000,1598,Diesel,25500
audi,a3,gen-8p-2003-2012,2009,246000,2000,Diesel,24450
audi,a3,gen-8p-2003-2012,2011,165000,1600,Diesel,31999
audi,a3,gen-8p-2003-2012,2005,275000,1968,Diesel,21555
audi,a3,gen-8p-2003-2012,2006,194000,1595,Gasoline,21500
audi,a3,gen-8p-2003-2012,2012,120000,1197,Gasoline,29900
audi,a3,gen-8p-2003-2012,2010,151000,1798,Gasoline,31500
audi,a3,gen-8p-2003-2012,2012,89000,1390,Gasoline,33900
audi,a3,gen-8p-2003-2012,2005,211000,1984,Gasoline,19300
audi,a3,gen-8p-2003-2012,2009,192211,1390,Gasoline,24999
audi,a3,gen-8p-2003-2012,2005,247000,1968,Diesel,17900
audi,a3,gen-8p-2003-2012,2005,225000,1968,Diesel,22500
audi,a3,gen-8p-2003-2012,2011,185000,1968,Diesel,36499
audi,a3,gen-8p-2003-2012,2011,141446,1598,Diesel,14900
audi,a3,gen-8p-2003-2012,2009,182000,1390,Gasoline,26900
audi,a3,gen-8p-2003-2012,2003,205400,1595,Gasoline,16900
audi,a3,gen-8p-2003-2012,2008,322345,1896,Diesel,24000
audi,a3,gen-8p-2003-2012,2012,139000,1598,Diesel,31900
audi,a3,gen-8p-2003-2012,2011,230500,1968,Diesel,29900
audi,a3,gen-8p-2003-2012,2008,230200,1968,Diesel,32900
audi,a3,gen-8p-2003-2012,2010,177000,1598,Diesel,19800
audi,a3,gen-8p-2003-2012,2007,162000,1598,Gasoline,20900
audi,a3,gen-8p-2003-2012,2009,162000,1390,Gasoline,24000
audi,a3,gen-8p-2003-2012,2006,200250,1595,Gasoline,18900
audi,a3,gen-8p-2003-2012,2006,248000,1968,Diesel,16500
audi,a3,gen-8p-2003-2012,2012,128644,1968,Diesel,30900
audi,a3,gen-8p-2003-2012,2003,214000,1984,Gasoline,13980
audi,a3,gen-8p-2003-2012,2010,230000,1968,Diesel,31000
audi,a3,gen-8p-2003-2012,2008,194901,1595,Gasoline,26900
audi,a3,gen-8p-2003-2012,2006,235000,1595,Gasoline,20700
audi,a3,gen-8p-2003-2012,2006,210000,1595,Gasoline,17900
audi,a3,gen-8p-2003-2012,2003,198000,1595,LPG,12000
audi,a3,gen-8p-2003-2012,2007,212440,1968,Diesel,23999
audi,a3,gen-8p-2003-2012,2004,298000,1968,Diesel,8500
audi,a3,gen-8p-2003-2012,2007,255000,1968,Diesel,20000
audi,a3,gen-8p-2003-2012,2008,271210,1968,Diesel,24800
audi,a3,gen-8p-2003-2012,2005,158000,1595,Gasoline,19500
audi,a3,gen-8p-2003-2012,2005,214000,1984,Gasoline,23900
audi,a3,gen-8p-2003-2012,2011,207000,1968,Diesel,35900
audi,a3,gen-8p-2003-2012,2006,222300,1984,Gasoline,26200
audi,a3,gen-8p-2003-2012,2011,298800,1968,Diesel,31500
audi,a3,gen-8p-2003-2012,2005,286000,1968,Diesel,16900
audi,a3,gen-8p-2003-2012,2010,207000,1598,Diesel,27900
audi,a3,gen-8p-2003-2012,2010,152000,1595,Gasoline,29200
audi,a3,gen-8p-2003-2012,2009,290000,1595,Gasoline,13200
audi,a3,gen-8p-2003-2012,2003,135000,1595,Gasoline,13500
audi,a3,gen-8p-2003-2012,2008,191000,1390,Gasoline,22900
audi,a3,gen-8p-2003-2012,2009,180000,1390,Gasoline,13900
audi,a3,gen-8p-2003-2012,2008,237959,1896,Diesel,24000
audi,a3,gen-8p-2003-2012,2011,197000,1598,Diesel,35900
audi,a3,gen-8p-2003-2012,2013,72000,1968,Diesel,36800
audi,a3,gen-8p-2003-2012,2011,89500,1197,Gasoline,35900
audi,a3,gen-8p-2003-2012,2009,198000,1984,Gasoline,32900
audi,a3,gen-8p-2003-2012,2012,63000,1800,Gasoline,36600
audi,a3,gen-8p-2003-2012,2009,333000,1900,Diesel,21000
audi,a3,gen-8p-2003-2012,2010,241500,1968,Diesel,31900
audi,a3,gen-8p-2003-2012,2011,146200,1598,Diesel,35700
audi,a3,gen-8p-2003-2012,2008,211463,1896,Diesel,18900
audi,a3,gen-8p-2003-2012,2004,282900,1896,Diesel,11900
audi,a3,gen-8p-2003-2012,2009,114000,1595,Gasoline,25900
audi,a3,gen-8p-2003-2012,2007,186000,1595,LPG,23500
audi,a3,gen-8p-2003-2012,2005,234500,1984,Gasoline,15900
audi,a3,gen-8p-2003-2012,2012,225458,1798,Gasoline,42400
audi,a3,gen-8p-2003-2012,2009,274000,1798,Gasoline,21500
audi,a3,gen-8p-2003-2012,2010,189000,1595,Gasoline,25900
audi,a3,gen-8p-2003-2012,2006,182000,1595,Gasoline,15800
audi,a3,gen-8p-2003-2012,2008,147000,1968,Diesel,33999
audi,a3,gen-8p-2003-2012,2010,165000,1390,Gasoline,29000
audi,a3,gen-8p-2003-2012,2009,130000,1595,Gasoline,27900
audi,a3,gen-8p-2003-2012,2009,175000,1798,Gasoline,24500
audi,a3,gen-8p-2003-2012,2010,274000,1390,Gasoline,29500
audi,a3,gen-8p-2003-2012,2011,139000,1984,Gasoline,38899
audi,a3,gen-8p-2003-2012,2009,183234,1395,Gasoline,24900
audi,a3,gen-8p-2003-2012,2006,231500,1595,Gasoline,22000
audi,a3,gen-8p-2003-2012,2006,194600,1968,Diesel,28900
audi,a3,gen-8p-2003-2012,2010,154985,1798,Gasoline,32999
audi,a3,gen-8p-2003-2012,2005,255000,1968,Diesel,17900
audi,a3,gen-8p-2003-2012,2008,248000,1984,Gasoline,25800
audi,a3,gen-8p-2003-2012,2010,208900,1968,Diesel,32900
audi,a3,gen-8p-2003-2012,2008,227800,1968,Diesel,17900
audi,a3,gen-8p-2003-2012,2006,200000,1595,Gasoline,15900
audi,a3,gen-8p-2003-2012,2005,176000,1595,Gasoline,15900
audi,a3,gen-8p-2003-2012,2008,159111,1798,Gasoline,25800
audi,a3,gen-8p-2003-2012,2003,249700,1595,Gasoline,11500
audi,a3,gen-8p-2003-2012,2006,176000,1968,Diesel,16900
audi,a3,gen-8p-2003-2012,2004,183000,1968,Diesel,9900
audi,a3,gen-8p-2003-2012,2008,215626,1896,Diesel,24999
audi,a3,gen-8p-2003-2012,2004,298000,1968,Diesel,13200
audi,a3,gen-8p-2003-2012,2007,214000,1896,Diesel,23900
audi,a3,gen-8p-2003-2012,2008,196000,1595,Gasoline,23900
audi,a3,gen-8p-2003-2012,2004,223080,1968,Diesel,11900
audi,a3,gen-8p-2003-2012,2008,495000,1968,Diesel,14900
audi,a3,gen-8p-2003-2012,2008,208570,1595,Gasoline,25500
audi,a3,gen-8p-2003-2012,2004,307000,1968,Diesel,10000
audi,a3,gen-8p-2003-2012,2010,114000,1390,Gasoline,18400
audi,a3,gen-8p-2003-2012,2008,197845,1968,Diesel,21999
audi,a3,gen-8p-2003-2012,2010,146100,1595,Gasoline,29500
audi,a3,gen-8p-2003-2012,2013,236000,1598,Diesel,29999
audi,a3,gen-8p-2003-2012,2005,123900,3189,Gasoline,31500
audi,a3,gen-8p-2003-2012,2012,255500,1968,Diesel,39990
audi,a3,gen-8p-2003-2012,2009,248000,1968,Diesel,29900
audi,a3,gen-8p-2003-2012,2008,189000,1896,Diesel,26900
audi,a3,gen-8p-2003-2012,2010,106000,1595,Gasoline,33900
audi,a3,gen-8p-2003-2012,2010,240000,1598,Diesel,28900
audi,a3,gen-8p-2003-2012,2009,303000,1968,Diesel,28950
audi,a3,gen-8p-2003-2012,2006,269400,1595,Gasoline,18600
audi,a3,gen-8p-2003-2012,2005,202500,1984,Gasoline,19999
audi,a3,gen-8p-2003-2012,2010,158218,1896,Diesel,34999
audi,a3,gen-8p-2003-2012,2012,134000,1598,Diesel,34500
audi,a3,gen-8p-2003-2012,2005,374385,1968,Diesel,10999
audi,a3,gen-8p-2003-2012,2009,187800,1968,Diesel,34900
audi,a3,gen-8p-2003-2012,2009,183700,1595,Gasoline,24700
audi,a3,gen-8p-2003-2012,2005,279000,1896,Diesel,11000
audi,a3,gen-8p-2003-2012,2010,204183,1595,Gasoline,25900
audi,a3,gen-8p-2003-2012,2009,258539,1896,Diesel,28400
audi,a3,gen-8p-2003-2012,2009,219000,1896,Diesel,19900
audi,a3,gen-8p-2003-2012,2012,133000,1798,Gasoline,41900
audi,a3,gen-8p-2003-2012,2004,235200,1595,Gasoline,13900
audi,a3,gen-8p-2003-2012,2006,151664,1968,Diesel,10500
audi,a3,gen-8p-2003-2012,2011,113000,1968,Diesel,29999
audi,a3,gen-8p-2003-2012,2003,287000,1984,Gasoline,7500
audi,a3,gen-8p-2003-2012,2003,294000,1595,LPG,10900
audi,a3,gen-8p-2003-2012,2012,203000,1400,Gasoline,29900
audi,a3,gen-8p-2003-2012,2008,237000,1968,Diesel,14900
audi,a3,gen-8p-2003-2012,2010,180000,1595,Gasoline,35900
audi,a3,gen-8p-2003-2012,2010,113000,1595,Gasoline,35900
audi,a3,gen-8p-2003-2012,2008,155766,1595,Gasoline,18000
audi,a3,gen-8p-2003-2012,2011,184000,1968,Diesel,26900
